snapshot_date,index_code,index_name,ticker,name,market,sector,open,high,low,close,volume,amount,change_pct,bps,per,pbr,eps,div,dps,fwd_per,member_yn,collected_at,source
2026-03-27,1028,KOSPI 200,241560,두산밥캣,KOSPI,,59500,60000,57900,59600,208806,12312850200,-1.49,69807.0,10.55,0.85,5647.0,,1600.0,10.58,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,251270,넷마블,KOSPI,,50900,52400,50300,52200,229135,11845257350,1.36,66102.0,166.77,0.79,313.0,,417.0,12.25,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,259960,크래프톤,KOSPI,,242000,256000,240000,254500,257487,64720972500,5.38,150187.0,8.9,1.69,28593.0,,0.0,11.49,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,267250,HD현대,KOSPI,,256500,257500,247000,257500,118999,30096190500,-3.38,122761.0,35.75,2.1,7203.0,,3600.0,12.53,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,267260,HD현대일렉트릭,KOSPI,,933000,937000,887000,915000,164950,149388811000,-5.18,41725.0,65.66,21.93,13935.0,,5350.0,31.67,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,268280,미원에스씨,KOSPI,,126500,126500,121900,125800,1100,135915100,-0.79,83441.0,11.27,1.51,11164.0,,2500.0,,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,271560,오리온,KOSPI,,131000,134700,129500,134500,147172,19591229450,1.74,87815.0,10.13,1.53,13271.0,,2500.0,10.95,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,272210,한화시스템,KOSPI,,123000,125000,118100,124100,1112940,135492902950,-4.32,13316.0,51.24,9.32,2422.0,,350.0,71.86,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,278470,에이피알,KOSPI,,307500,329000,307000,327000,225222,72143047000,5.48,8687.0,113.74,37.64,2875.0,,0.0,25.07,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,280360,롯데웰푸드,KOSPI,,113400,116400,111900,116200,14881,1711778800,1.84,241452.0,12.14,0.48,9571.0,,3300.0,9.23,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,282330,BGF리테일,KOSPI,,124300,131300,124000,130300,102748,13217067800,4.16,68546.0,11.53,1.9,11301.0,,4100.0,10.53,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,285130,SK케미칼,KOSPI,,54800,55000,52500,55000,50215,2698074700,1.29,114678.0,146.28,0.48,376.0,,1150.0,11.69,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,298020,효성티앤씨,KOSPI,,383500,417500,377000,401500,47944,19223316000,3.08,338062.0,12.88,1.19,31175.0,,10000.0,11.38,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,298040,효성중공업,KOSPI,,2785000,2787000,2601000,2676000,65913,175789633000,-6.43,204958.0,111.92,13.06,23909.0,,5000.0,29.21,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,298050,HS효성첨단소재,KOSPI,,213000,226000,211500,226000,14030,3093209250,2.03,233784.0,20.26,0.97,11154.0,,6500.0,14.37,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,300720,한일시멘트,KOSPI,,16400,16570,15990,16530,87990,1434418240,-0.36,24826.0,6.22,0.67,2657.0,,1000.0,18.61,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,302440,SK바이오사이언스,KOSPI,,42000,43200,41500,43200,75398,3199690475,1.29,23007.0,,1.88,,,0.0,,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,307950,현대오토에버,KOSPI,,376000,396000,367000,394000,58858,22579472250,1.68,62189.0,63.26,6.34,6228.0,,1780.0,44.85,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,316140,우리금융지주,KOSPI,,32550,33750,32250,33600,1360207,45099048575,1.2,45919.0,8.51,0.73,3950.0,,1200.0,7.34,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,323410,카카오뱅크,KOSPI,,24000,24750,23650,24650,536792,13027621850,0.61,13727.0,26.68,1.8,924.0,,360.0,20.17,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,326030,SK바이오팜,KOSPI,,103500,103700,96300,100300,513839,51039575500,5.91,6975.0,32.63,14.38,3074.0,,0.0,26.01,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,329180,HD현대중공업,KOSPI,,494000,500000,480000,498500,227698,111688932500,-2.45,64259.0,71.2,7.76,7001.0,,2090.0,18.4,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,352820,하이브,KOSPI,,298000,308500,293000,307000,211067,63536148750,0.99,77427.0,1364.44,3.97,225.0,,200.0,30.79,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,361610,SK아이이테크놀로지,KOSPI,,20750,21750,20100,21650,263164,5557237975,2.85,32604.0,,0.66,,,0.0,,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,373220,LG에너지솔루션,KOSPI,,374000,396000,366000,394500,372863,143166970250,2.6,90240.0,,4.37,,,0.0,136.7,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,375500,DL이앤씨,KOSPI,,67600,67800,63200,65800,1465022,96173498550,-0.9,114139.0,12.16,0.58,5413.0,,540.0,8.03,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,377300,카카오페이,KOSPI,,50600,53600,50000,53500,432141,22570160800,1.9,13824.0,,3.87,,,0.0,75.53,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,383220,F&F,KOSPI,,61600,65200,61100,65000,81931,5242308700,4.33,41565.0,6.84,1.56,9504.0,,1700.0,6.18,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,402340,SK스퀘어,KOSPI,,528000,549000,521000,544000,616056,331120880000,-2.51,142904.0,19.59,3.81,27772.0,,0.0,2.73,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,443060,HD현대마린솔루션,KOSPI,,174100,187300,172300,183900,167431,30305353950,2.79,17402.0,34.67,10.57,5304.0,,3150.0,22.02,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,450080,에코프로머티,KOSPI,,68700,74500,66500,73400,1977175,141099688000,5.01,10577.0,,6.94,,,0.0,70.25,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,454910,두산로보틱스,KOSPI,,82400,85400,81100,84900,166771,13822831450,-0.59,6210.0,,13.67,,,0.0,,True,2026-03-29 23:36:01,krx_data_marketplace
2026-03-27,1028,KOSPI 200,457190,이수스페셜티케미컬,KOSPI,,90200,97700,89700,94400,329837,30951050400,2.94,4063.0,263.69,23.23,358.0,,0.0,502.66,True,2026-03-29 23:36:01,krx_data_marketplace
